0.0006925,-0.0004928
0.0006835,-0.0004927
0.0006745,-0.0004927
0.0006651,-0.0004926
0.0006561,-0.0004926
0.0006471,-0.0004925
0.0006380,-0.0004925
0.0006290,-0.0004924
0.0006200,-0.0004924
0.0006109,-0.0004923
0.0006019,-0.0004923
0.0005929,-0.0004922
0.0005838,-0.0004922
0.0005748,-0.0004921
0.0005658,-0.0004921
0.0005567,-0.0004920
0.0005477,-0.0004919
0.0005387,-0.0004919
0.0005296,-0.0004918
0.0005206,-0.0004918
0.0005116,-0.0004917
0.0005025,-0.0004917
0.0004935,-0.0004916
0.0004845,-0.0004916
0.0004754,-0.0004915
0.0004664,-0.0004915
0.0004573,-0.0004914
0.0004483,-0.0004914
0.0004393,-0.0004913
0.0004302,-0.0004913
0.0004212,-0.0004912
0.0004122,-0.0004912
0.0004031,-0.0004911
0.0003941,-0.0004910
0.0003851,-0.0004910
0.0003760,-0.0004909
0.0003670,-0.0004909
0.0003580,-0.0004908
0.0003489,-0.0004908
0.0003399,-0.0004907
0.0003309,-0.0004907
0.0003218,-0.0004906
0.0003128,-0.0004906
0.0003038,-0.0004905
0.0002947,-0.0004905
0.0002857,-0.0004904
0.0002767,-0.0004904
0.0002676,-0.0004903
0.0002586,-0.0004903
0.0002496,-0.0004902
0.0002405,-0.0004902
0.0002315,-0.0004901
0.0002224,-0.0004900
0.0002134,-0.0004900
0.0002060,-0.0004899
0.0001970,-0.0004899
0.0001880,-0.0004898
0.0001789,-0.0004898
0.0001699,-0.0004897
0.0001609,-0.0004897
0.0001518,-0.0004896
0.0001428,-0.0004896
0.0001337,-0.0004895
0.0001247,-0.0004895
0.0001157,-0.0004894
0.0001047,-0.0004894
0.0000956,-0.0004893
0.0000865,-0.0004892
0.0000774,-0.0004891
0.0000682,-0.0004890
0.0000591,-0.0004889
0.0000500,-0.0004887
0.0000409,-0.0004885
0.0000318,-0.0004884
0.0000228,-0.0004882
0.0000138,-0.0004880
0.0000047,-0.0004878
-0.0000042,-0.0004877
-0.0000132,-0.0004875
-0.0000223,-0.0004873
-0.0000313,-0.0004872
-0.0000403,-0.0004870
-0.0000494,-0.0004868
-0.0000584,-0.0004867
-0.0000674,-0.0004865
-0.0000765,-0.0004863
-0.0000855,-0.0004861
-0.0000945,-0.0004860
-0.0001036,-0.0004858
-0.0001126,-0.0004856
-0.0001216,-0.0004855
-0.0001329,-0.0004852
-0.0001419,-0.0004851
-0.0001508,-0.0004850
-0.0001598,-0.0004848
-0.0001687,-0.0004847
-0.0001776,-0.0004847
-0.0001866,-0.0004846
-0.0001955,-0.0004846
-0.0002045,-0.0004845
-0.0002134,-0.0004845
-0.0002223,-0.0004845
-0.0002313,-0.0004846
-0.0002402,-0.0004846
-0.0002492,-0.0004847
-0.0002583,-0.0004847
-0.0002673,-0.0004848
-0.0002763,-0.0004848
-0.0002854,-0.0004849
-0.0002944,-0.0004850
-0.0003034,-0.0004850
-0.0003125,-0.0004851
-0.0003152,-0.0004851
-0.0003243,-0.0004852
-0.0003333,-0.0004852
-0.0003423,-0.0004853
-0.0003514,-0.0004853
-0.0003604,-0.0004854
-0.0003694,-0.0004855
-0.0003785,-0.0004855
-0.0003875,-0.0004856
-0.0003965,-0.0004856
-0.0004056,-0.0004857
-0.0004146,-0.0004858
-0.0004236,-0.0004858
-0.0004327,-0.0004859
-0.0004417,-0.0004859
-0.0004507,-0.0004860
-0.0004598,-0.0004861
-0.0004688,-0.0004861
-0.0004778,-0.0004862
-0.0004869,-0.0004862
-0.0004959,-0.0004863
-0.0005049,-0.0004864
-0.0005140,-0.0004864
-0.0005230,-0.0004865
-0.0005321,-0.0004865
-0.0005411,-0.0004866
-0.0005501,-0.0004866
-0.0005592,-0.0004867
-0.0005682,-0.0004868
-0.0005772,-0.0004868
-0.0005863,-0.0004869
-0.0005953,-0.0004869
-0.0006043,-0.0004870
-0.0006134,-0.0004871
-0.0006224,-0.0004871
-0.0006314,-0.0004872
-0.0006405,-0.0004872
-0.0006495,-0.0004873
-0.0006585,-0.0004874
-0.0006680,-0.0004874
-0.0006774,-0.0004875
-0.0006868,-0.0004875
-0.0006962,-0.0004876
-0.0007057,-0.0004877
-0.0007151,-0.0004877
-0.0007245,-0.0004878
-0.0007339,-0.0004879
-0.0007434,-0.0004879
-0.0007528,-0.0004880
-0.0007622,-0.0004880
-0.0007716,-0.0004881
-0.0007811,-0.0004882
-0.0007905,-0.0004882
-0.0007999,-0.0004883
-0.0008093,-0.0004884
-0.0008188,-0.0004884
-0.0008282,-0.0004885
-0.0008376,-0.0004885
-0.0008470,-0.0004886
-0.0008565,-0.0004887
-0.0008659,-0.0004887
-0.0008753,-0.0004888
-0.0008847,-0.0004888
-0.0008942,-0.0004889
-0.0009036,-0.0004890
-0.0009130,-0.0004890
-0.0009224,-0.0004891
-0.0009319,-0.0004892
-0.0009413,-0.0004892
-0.0009507,-0.0004893
-0.0009598,-0.0004893
-0.0009688,-0.0004894
-0.0009778,-0.0004895
-0.0009869,-0.0004895
-0.0009959,-0.0004896
-0.0010047,-0.0004896
-0.0010124,-0.0004898
-0.0010202,-0.0004903
-0.0010280,-0.0004909
-0.0010357,-0.0004917
-0.0010435,-0.0004927
-0.0010512,-0.0004939
-0.0010589,-0.0004953
-0.0010665,-0.0004968
-0.0010741,-0.0004986
-0.0010817,-0.0005006
-0.0010892,-0.0005028
-0.0010966,-0.0005051
-0.0011040,-0.0005077
-0.0011113,-0.0005104
-0.0011185,-0.0005134
-0.0011257,-0.0005165
-0.0011327,-0.0005198
-0.0011397,-0.0005233
-0.0011466,-0.0005269
-0.0011534,-0.0005307
-0.0011601,-0.0005347
-0.0011667,-0.0005389
-0.0011731,-0.0005432
-0.0011795,-0.0005477
-0.0011857,-0.0005524
-0.0011919,-0.0005572
-0.0011978,-0.0005622
-0.0012037,-0.0005673
-0.0012094,-0.0005726
-0.0012150,-0.0005780
-0.0012205,-0.0005836
-0.0012258,-0.0005893
-0.0012309,-0.0005951
-0.0012359,-0.0006011
-0.0012407,-0.0006072
-0.0012454,-0.0006134
-0.0012499,-0.0006197
-0.0012543,-0.0006262
-0.0012585,-0.0006327
-0.0012625,-0.0006394
-0.0012663,-0.0006461
-0.0012700,-0.0006530
-0.0012735,-0.0006599
-0.0012768,-0.0006670
-0.0012799,-0.0006741
-0.0012828,-0.0006813
-0.0012856,-0.0006886
-0.0012881,-0.0006959
-0.0012905,-0.0007033
-0.0012927,-0.0007107
-0.0012946,-0.0007183
-0.0012964,-0.0007258
-0.0012980,-0.0007334
-0.0012994,-0.0007411
-0.0013006,-0.0007487
-0.0013016,-0.0007564
-0.0013024,-0.0007641
-0.0013030,-0.0007719
-0.0013033,-0.0007796
-0.0013035,-0.0007874
-0.0013035,-0.0007956
-0.0013035,-0.0008046
-0.0013034,-0.0008136
-0.0013034,-0.0008226
-0.0013034,-0.0008315
-0.0013033,-0.0008405
-0.0013033,-0.0008495
-0.0013032,-0.0008585
-0.0013032,-0.0008674
-0.0013031,-0.0008764
-0.0013031,-0.0008854
-0.0013031,-0.0008944
-0.0013030,-0.0009033
-0.0013030,-0.0009123
-0.0013029,-0.0009213
-0.0013029,-0.0009302
-0.0013029,-0.0009392
-0.0013028,-0.0009482
-0.0013028,-0.0009572
-0.0013027,-0.0009663
-0.0013027,-0.0009754
-0.0013026,-0.0009844
-0.0013026,-0.0009935
-0.0013026,-0.0010026
-0.0013025,-0.0010117
-0.0013025,-0.0010208
-0.0013024,-0.0010299
-0.0013024,-0.0010390
-0.0013023,-0.0010481
-0.0013023,-0.0010572
-0.0013022,-0.0010662
-0.0013022,-0.0010753
-0.0013022,-0.0010844
-0.0013021,-0.0010935
-0.0013021,-0.0011026
-0.0013020,-0.0011117
-0.0013020,-0.0011208
-0.0013019,-0.0011299
-0.0013019,-0.0011390
-0.0013019,-0.0011481
-0.0013018,-0.0011571
-0.0013018,-0.0011662
-0.0013017,-0.0011753
-0.0013017,-0.0011844
-0.0013016,-0.0011935
-0.0013016,-0.0012026
-0.0013016,-0.0012117
-0.0013015,-0.0012208
-0.0013015,-0.0012299
-0.0013014,-0.0012390
-0.0013014,-0.0012480
-0.0013013,-0.0012571
-0.0013013,-0.0012662
-0.0013013,-0.0012753
-0.0013012,-0.0012844
-0.0013012,-0.0012935
-0.0013011,-0.0013026
-0.0013011,-0.0013117
-0.0013010,-0.0013208
-0.0013010,-0.0013298
-0.0013010,-0.0013389
-0.0013009,-0.0013480
-0.0013009,-0.0013571
-0.0013008,-0.0013662
-0.0013008,-0.0013753
-0.0013007,-0.0013844
-0.0013007,-0.0013935
-0.0013007,-0.0014026
-0.0013006,-0.0014115
-0.0013006,-0.0014206
-0.0013004,-0.0014281
-0.0013001,-0.0014356
-0.0012995,-0.0014431
-0.0012986,-0.0014505
-0.0012975,-0.0014579
-0.0012962,-0.0014653
-0.0012946,-0.0014726
-0.0012928,-0.0014799
-0.0012908,-0.0014871
-0.0012886,-0.0014942
-0.0012861,-0.0015013
-0.0012834,-0.0015083
-0.0012805,-0.0015151
-0.0012773,-0.0015219
-0.0012740,-0.0015286
-0.0012704,-0.0015352
-0.0012666,-0.0015417
-0.0012627,-0.0015481
-0.0012585,-0.0015543
-0.0012541,-0.0015604
-0.0012495,-0.0015663
-0.0012448,-0.0015721
-0.0012398,-0.0015778
-0.0012347,-0.0015832
-0.0012294,-0.0015886
-0.0012240,-0.0015937
-0.0012184,-0.0015987
-0.0012126,-0.0016035
-0.0012067,-0.0016081
-0.0012006,-0.0016125
-0.0011944,-0.0016168
-0.0011881,-0.0016208
-0.0011816,-0.0016246
-0.0011750,-0.0016283
-0.0011683,-0.0016317
-0.0011615,-0.0016349
-0.0011546,-0.0016379
-0.0011476,-0.0016406
-0.0011406,-0.0016432
-0.0011334,-0.0016455
-0.0011262,-0.0016476
-0.0011189,-0.0016495
-0.0011116,-0.0016511
-0.0011042,-0.0016525
-0.0010967,-0.0016537
-0.0010893,-0.0016546
-0.0010818,-0.0016553
-0.0010743,-0.0016558
-0.0010668,-0.0016560
-0.0010584,-0.0016561
-0.0010494,-0.0016561
-0.0010403,-0.0016561
-0.0010313,-0.0016561
-0.0010223,-0.0016561
-0.0010132,-0.0016561
-0.0010042,-0.0016561
-0.0009952,-0.0016561
-0.0009861,-0.0016561
-0.0009771,-0.0016561
-0.0009681,-0.0016561
-0.0009590,-0.0016561
-0.0009500,-0.0016561
-0.0009405,-0.0016561
-0.0009315,-0.0016561
-0.0009224,-0.0016561
-0.0009134,-0.0016561
-0.0009044,-0.0016561
-0.0008953,-0.0016561
-0.0008863,-0.0016561
-0.0008773,-0.0016561
-0.0008682,-0.0016561
-0.0008592,-0.0016561
-0.0008502,-0.0016561
-0.0008411,-0.0016561
-0.0008321,-0.0016561
-0.0008231,-0.0016561
-0.0008140,-0.0016561
-0.0008050,-0.0016561
-0.0007960,-0.0016561
-0.0007869,-0.0016561
-0.0007779,-0.0016561
-0.0007689,-0.0016561
-0.0007598,-0.0016561
-0.0007508,-0.0016561
-0.0007417,-0.0016562
-0.0007327,-0.0016562
-0.0007237,-0.0016562
-0.0007146,-0.0016562
-0.0007056,-0.0016562
-0.0006966,-0.0016562
-0.0006875,-0.0016562
-0.0006785,-0.0016562
-0.0006695,-0.0016562
-0.0006602,-0.0016562
